[Deoxys WARNING] 2024-08-09 21:02:50,450 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:47:08,619 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:47:25,622 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:47:48,920 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:48:07,322 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:48:24,638 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:48:44,047 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:49:46,678 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:50:13,947 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:50:36,910 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:50:53,551 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:51:15,587 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:51:30,966 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:51:43,114 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:51:55,511 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:52:07,822 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:52:35,130 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:53:05,794 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:53:23,363 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:53:58,130 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:54:12,247 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:55:19,375 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:55:32,806 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:55:51,396 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:56:21,952 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:56:48,075 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:57:03,420 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:57:19,689 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:57:37,871 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:57:52,403 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:58:10,983 - Robot state not received
[Deoxys WARNING] 2024-08-14 12:59:56,649 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:00:33,186 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:00:50,467 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:01:08,043 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:01:47,464 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:04:03,271 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:04:46,036 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:05:37,191 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:06:00,747 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:06:15,215 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:06:33,960 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:06:54,984 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:07:14,719 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:07:38,015 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:28:46,879 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:29:18,503 - Robot state not received
[Deoxys WARNING] 2024-08-14 13:29:32,815 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:08:02,520 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:09:11,527 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:09:36,029 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:09:52,675 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:10:09,086 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:10:45,821 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:11:09,154 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:12:22,903 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:12:38,808 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:13:00,535 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:14:16,951 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:15:13,856 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:15:28,875 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:15:46,607 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:16:02,872 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:37:00,086 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:37:11,890 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:45:48,031 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:46:08,563 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:46:20,435 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:46:33,611 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:47:07,628 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:49:33,823 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:49:48,642 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:51:34,950 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:51:53,555 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:53:14,932 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:54:29,688 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:55:30,087 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:55:54,602 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:56:30,516 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:56:51,410 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:57:10,395 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:57:25,723 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:57:42,130 - Robot state not received
[Deoxys WARNING] 2024-08-14 15:57:57,274 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:00:28,104 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:00:45,766 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:02:09,756 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:02:38,646 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:03:18,206 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:03:38,620 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:03:56,899 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:04:29,791 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:04:42,574 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:05:05,922 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:05:38,961 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:05:57,295 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:06:13,182 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:07:03,512 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:07:18,440 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:08:20,706 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:08:43,190 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:09:06,724 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:09:38,891 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:10:37,377 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:12:17,963 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:12:52,847 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:13:06,981 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:14:06,554 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:14:55,814 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:15:42,848 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:16:49,573 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:18:37,943 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:18:52,963 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:19:06,882 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:19:18,746 - Robot state not received
[Deoxys WARNING] 2024-08-14 16:19:32,922 - Robot state not received
[Deoxys INFO] 2024-08-14 16:23:09,884 - Current Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,885 - Desired Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,886 - Current Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,887 - Desired Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,936 - Current Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,936 - Desired Robot joint: [-0.586  0.141  0.396 -2.563 -0.136  3.601  0.663]
[Deoxys INFO] 2024-08-14 16:23:09,986 - Current Robot joint: [-0.585  0.141  0.396 -2.562 -0.135  3.601  0.664]
[Deoxys INFO] 2024-08-14 16:23:09,987 - Desired Robot joint: [-0.585  0.141  0.395 -2.562 -0.134  3.601  0.664]
[Deoxys INFO] 2024-08-14 16:23:10,037 - Current Robot joint: [-0.584  0.139  0.394 -2.561 -0.133  3.601  0.666]
[Deoxys INFO] 2024-08-14 16:23:10,038 - Desired Robot joint: [-0.584  0.138  0.393 -2.56  -0.132  3.6    0.667]
[Deoxys INFO] 2024-08-14 16:23:10,087 - Current Robot joint: [-0.58   0.133  0.389 -2.559 -0.13   3.6    0.67 ]
[Deoxys INFO] 2024-08-14 16:23:10,088 - Desired Robot joint: [-0.58   0.132  0.388 -2.558 -0.13   3.599  0.671]
[Deoxys INFO] 2024-08-14 16:23:10,138 - Current Robot joint: [-0.574  0.127  0.382 -2.558 -0.128  3.597  0.674]
[Deoxys INFO] 2024-08-14 16:23:10,138 - Desired Robot joint: [-0.574  0.126  0.381 -2.557 -0.128  3.597  0.674]
[Deoxys INFO] 2024-08-14 16:23:10,187 - Current Robot joint: [-0.568  0.122  0.375 -2.556 -0.127  3.594  0.677]
[Deoxys INFO] 2024-08-14 16:23:10,189 - Desired Robot joint: [-0.565  0.119  0.372 -2.555 -0.126  3.593  0.678]
[Deoxys INFO] 2024-08-14 16:23:10,238 - Current Robot joint: [-0.558  0.115  0.367 -2.555 -0.124  3.59   0.68 ]
[Deoxys INFO] 2024-08-14 16:23:10,239 - Desired Robot joint: [-0.554  0.113  0.364 -2.554 -0.123  3.588  0.681]
[Deoxys INFO] 2024-08-14 16:23:10,288 - Current Robot joint: [-0.545  0.109  0.358 -2.553 -0.122  3.583  0.683]
[Deoxys INFO] 2024-08-14 16:23:10,289 - Desired Robot joint: [-0.542  0.106  0.356 -2.552 -0.121  3.581  0.685]
[Deoxys INFO] 2024-08-14 16:23:10,338 - Current Robot joint: [-0.531  0.102  0.35  -2.552 -0.12   3.574  0.687]
[Deoxys INFO] 2024-08-14 16:23:10,339 - Desired Robot joint: [-0.53   0.101  0.349 -2.551 -0.119  3.573  0.687]
[Deoxys INFO] 2024-08-14 16:23:10,388 - Current Robot joint: [-0.517  0.096  0.342 -2.55  -0.118  3.563  0.69 ]
[Deoxys INFO] 2024-08-14 16:23:10,389 - Desired Robot joint: [-0.516  0.094  0.341 -2.549 -0.117  3.563  0.691]
[Deoxys INFO] 2024-08-14 16:23:10,438 - Current Robot joint: [-0.502  0.089  0.333 -2.548 -0.116  3.55   0.694]
[Deoxys INFO] 2024-08-14 16:23:10,439 - Desired Robot joint: [-0.501  0.088  0.332 -2.548 -0.115  3.549  0.694]
[Deoxys INFO] 2024-08-14 16:23:10,488 - Current Robot joint: [-0.488  0.082  0.325 -2.547 -0.113  3.535  0.697]
[Deoxys INFO] 2024-08-14 16:23:10,489 - Desired Robot joint: [-0.487  0.081  0.324 -2.546 -0.113  3.534  0.698]
[Deoxys INFO] 2024-08-14 16:23:10,539 - Current Robot joint: [-0.473  0.076  0.317 -2.545 -0.111  3.517  0.7  ]
[Deoxys INFO] 2024-08-14 16:23:10,539 - Desired Robot joint: [-0.473  0.075  0.316 -2.545 -0.111  3.516  0.701]
[Deoxys INFO] 2024-08-14 16:23:10,589 - Current Robot joint: [-0.459  0.069  0.308 -2.544 -0.109  3.497  0.704]
[Deoxys INFO] 2024-08-14 16:23:10,589 - Desired Robot joint: [-0.458  0.068  0.308 -2.543 -0.108  3.496  0.704]
[Deoxys INFO] 2024-08-14 16:23:10,639 - Current Robot joint: [-0.445  0.063  0.3   -2.542 -0.107  3.474  0.707]
[Deoxys INFO] 2024-08-14 16:23:10,640 - Desired Robot joint: [-0.444  0.062  0.299 -2.541 -0.106  3.473  0.708]
[Deoxys INFO] 2024-08-14 16:23:10,689 - Current Robot joint: [-0.43   0.056  0.292 -2.54  -0.105  3.449  0.711]
[Deoxys INFO] 2024-08-14 16:23:10,690 - Desired Robot joint: [-0.429  0.055  0.291 -2.54  -0.104  3.447  0.711]
[Deoxys INFO] 2024-08-14 16:23:10,739 - Current Robot joint: [-0.416  0.05   0.283 -2.539 -0.102  3.42   0.714]
[Deoxys INFO] 2024-08-14 16:23:10,740 - Desired Robot joint: [-0.415  0.049  0.283 -2.538 -0.102  3.419  0.715]
[Deoxys INFO] 2024-08-14 16:23:10,789 - Current Robot joint: [-0.401  0.043  0.275 -2.537 -0.1    3.39   0.718]
[Deoxys INFO] 2024-08-14 16:23:10,790 - Desired Robot joint: [-0.4    0.042  0.274 -2.537 -0.1    3.389  0.718]
[Deoxys INFO] 2024-08-14 16:23:10,839 - Current Robot joint: [-0.387  0.036  0.267 -2.536 -0.098  3.357  0.721]
[Deoxys INFO] 2024-08-14 16:23:10,840 - Desired Robot joint: [-0.386  0.035  0.266 -2.535 -0.098  3.355  0.722]
[Deoxys INFO] 2024-08-14 16:23:10,889 - Current Robot joint: [-0.372  0.03   0.259 -2.534 -0.096  3.322  0.725]
[Deoxys INFO] 2024-08-14 16:23:10,889 - Desired Robot joint: [-0.372  0.029  0.258 -2.534 -0.095  3.32   0.725]
[Deoxys INFO] 2024-08-14 16:23:10,940 - Current Robot joint: [-0.358  0.023  0.25  -2.533 -0.094  3.285  0.728]
[Deoxys INFO] 2024-08-14 16:23:10,940 - Desired Robot joint: [-0.357  0.022  0.249 -2.532 -0.093  3.283  0.729]
[Deoxys INFO] 2024-08-14 16:23:10,990 - Current Robot joint: [-0.343  0.017  0.242 -2.531 -0.092  3.245  0.731]
[Deoxys INFO] 2024-08-14 16:23:10,991 - Desired Robot joint: [-0.342  0.016  0.241 -2.53  -0.091  3.243  0.732]
[Deoxys INFO] 2024-08-14 16:23:11,040 - Current Robot joint: [-0.329  0.01   0.234 -2.529 -0.089  3.204  0.735]
[Deoxys INFO] 2024-08-14 16:23:11,041 - Desired Robot joint: [-0.328  0.009  0.233 -2.529 -0.089  3.202  0.735]
[Deoxys INFO] 2024-08-14 16:23:11,090 - Current Robot joint: [-0.314  0.004  0.225 -2.528 -0.087  3.161  0.738]
[Deoxys INFO] 2024-08-14 16:23:11,091 - Desired Robot joint: [-3.140e-01  3.000e-03  2.240e-01 -2.527e+00 -8.700e-02  3.159e+00
  7.390e-01]
[Deoxys INFO] 2024-08-14 16:23:11,140 - Current Robot joint: [-3.000e-01 -3.000e-03  2.170e-01 -2.526e+00 -8.500e-02  3.117e+00
  7.420e-01]
[Deoxys INFO] 2024-08-14 16:23:11,140 - Desired Robot joint: [-0.299 -0.004  0.216 -2.526 -0.084  3.115  0.742]
[Deoxys INFO] 2024-08-14 16:23:11,190 - Current Robot joint: [-0.286 -0.009  0.209 -2.525 -0.083  3.072  0.745]
[Deoxys INFO] 2024-08-14 16:23:11,191 - Desired Robot joint: [-0.285 -0.01   0.208 -2.524 -0.082  3.069  0.746]
[Deoxys INFO] 2024-08-14 16:23:11,240 - Current Robot joint: [-0.272 -0.016  0.2   -2.523 -0.081  3.026  0.749]
[Deoxys INFO] 2024-08-14 16:23:11,241 - Desired Robot joint: [-0.271 -0.017  0.2   -2.523 -0.08   3.023  0.749]
[Deoxys INFO] 2024-08-14 16:23:11,290 - Current Robot joint: [-0.26  -0.021  0.194 -2.522 -0.079  2.988  0.751]
[Deoxys INFO] 2024-08-14 16:23:11,292 - Desired Robot joint: [-0.256 -0.024  0.191 -2.521 -0.078  2.976  0.753]
[Deoxys INFO] 2024-08-14 16:23:11,341 - Current Robot joint: [-0.246 -0.028  0.185 -2.52  -0.077  2.942  0.755]
[Deoxys INFO] 2024-08-14 16:23:11,342 - Desired Robot joint: [-0.242 -0.03   0.183 -2.519 -0.076  2.93   0.756]
[Deoxys INFO] 2024-08-14 16:23:11,391 - Current Robot joint: [-0.231 -0.034  0.177 -2.519 -0.074  2.895  0.758]
[Deoxys INFO] 2024-08-14 16:23:11,391 - Desired Robot joint: [-0.23  -0.035  0.176 -2.518 -0.074  2.892  0.759]
[Deoxys INFO] 2024-08-14 16:23:11,441 - Current Robot joint: [-0.216 -0.041  0.169 -2.517 -0.072  2.848  0.762]
[Deoxys INFO] 2024-08-14 16:23:11,442 - Desired Robot joint: [-0.216 -0.042  0.168 -2.517 -0.072  2.845  0.762]
[Deoxys INFO] 2024-08-14 16:23:11,491 - Current Robot joint: [-0.202 -0.047  0.16  -2.515 -0.07   2.803  0.765]
[Deoxys INFO] 2024-08-14 16:23:11,492 - Desired Robot joint: [-0.201 -0.048  0.16  -2.515 -0.069  2.8    0.766]
[Deoxys INFO] 2024-08-14 16:23:11,541 - Current Robot joint: [-0.188 -0.054  0.152 -2.514 -0.068  2.758  0.769]
[Deoxys INFO] 2024-08-14 16:23:11,542 - Desired Robot joint: [-0.187 -0.055  0.151 -2.513 -0.067  2.755  0.769]
[Deoxys INFO] 2024-08-14 16:23:11,592 - Current Robot joint: [-0.173 -0.06   0.144 -2.512 -0.066  2.715  0.772]
[Deoxys INFO] 2024-08-14 16:23:11,592 - Desired Robot joint: [-0.172 -0.061  0.143 -2.512 -0.065  2.713  0.772]
[Deoxys INFO] 2024-08-14 16:23:11,642 - Current Robot joint: [-0.159 -0.067  0.135 -2.511 -0.063  2.673  0.775]
[Deoxys INFO] 2024-08-14 16:23:11,642 - Desired Robot joint: [-0.158 -0.068  0.135 -2.51  -0.063  2.671  0.776]
[Deoxys INFO] 2024-08-14 16:23:11,692 - Current Robot joint: [-0.145 -0.074  0.127 -2.509 -0.061  2.634  0.779]
[Deoxys INFO] 2024-08-14 16:23:11,693 - Desired Robot joint: [-0.144 -0.075  0.126 -2.509 -0.061  2.632  0.779]
[Deoxys INFO] 2024-08-14 16:23:11,742 - Current Robot joint: [-0.13  -0.08   0.119 -2.508 -0.059  2.596  0.782]
[Deoxys INFO] 2024-08-14 16:23:11,743 - Desired Robot joint: [-0.129 -0.081  0.118 -2.507 -0.059  2.594  0.783]
[Deoxys INFO] 2024-08-14 16:23:11,792 - Current Robot joint: [-0.116 -0.087  0.111 -2.506 -0.057  2.561  0.786]
[Deoxys INFO] 2024-08-14 16:23:11,793 - Desired Robot joint: [-0.115 -0.088  0.11  -2.506 -0.056  2.559  0.786]
[Deoxys INFO] 2024-08-14 16:23:11,842 - Current Robot joint: [-0.101 -0.093  0.102 -2.505 -0.055  2.527  0.789]
[Deoxys INFO] 2024-08-14 16:23:11,843 - Desired Robot joint: [-0.1   -0.094  0.101 -2.504 -0.054  2.525  0.79 ]
[Deoxys INFO] 2024-08-14 16:23:11,893 - Current Robot joint: [-0.087 -0.1    0.094 -2.503 -0.053  2.496  0.792]
[Deoxys INFO] 2024-08-14 16:23:11,893 - Desired Robot joint: [-0.086 -0.101  0.093 -2.502 -0.052  2.495  0.793]
[Deoxys INFO] 2024-08-14 16:23:11,943 - Current Robot joint: [-0.073 -0.106  0.086 -2.501 -0.05   2.468  0.796]
[Deoxys INFO] 2024-08-14 16:23:11,943 - Desired Robot joint: [-0.071 -0.107  0.085 -2.501 -0.05   2.466  0.796]
[Deoxys INFO] 2024-08-14 16:23:11,993 - Current Robot joint: [-0.058 -0.113  0.077 -2.5   -0.048  2.442  0.799]
[Deoxys INFO] 2024-08-14 16:23:11,993 - Desired Robot joint: [-0.057 -0.114  0.076 -2.499 -0.048  2.44   0.8  ]
[Deoxys INFO] 2024-08-14 16:23:12,043 - Current Robot joint: [-0.044 -0.119  0.069 -2.498 -0.046  2.418  0.803]
[Deoxys INFO] 2024-08-14 16:23:12,044 - Desired Robot joint: [-0.043 -0.12   0.068 -2.498 -0.045  2.417  0.803]
[Deoxys INFO] 2024-08-14 16:23:12,093 - Current Robot joint: [-0.029 -0.126  0.061 -2.497 -0.044  2.398  0.806]
[Deoxys INFO] 2024-08-14 16:23:12,094 - Desired Robot joint: [-0.028 -0.127  0.06  -2.496 -0.043  2.396  0.807]
[Deoxys INFO] 2024-08-14 16:23:12,143 - Current Robot joint: [-0.015 -0.132  0.052 -2.495 -0.042  2.379  0.81 ]
[Deoxys INFO] 2024-08-14 16:23:12,144 - Desired Robot joint: [-0.014 -0.134  0.052 -2.494 -0.041  2.378  0.81 ]
[Deoxys INFO] 2024-08-14 16:23:12,193 - Current Robot joint: [-0.    -0.139  0.044 -2.494 -0.039  2.363  0.813]
[Deoxys INFO] 2024-08-14 16:23:12,194 - Desired Robot joint: [ 1.000e-03 -1.400e-01  4.300e-02 -2.493e+00 -3.900e-02  2.362e+00
  8.140e-01]
[Deoxys INFO] 2024-08-14 16:23:12,244 - Current Robot joint: [ 0.014 -0.146  0.036 -2.492 -0.037  2.35   0.816]
[Deoxys INFO] 2024-08-14 16:23:12,244 - Desired Robot joint: [ 0.015 -0.147  0.035 -2.491 -0.037  2.349  0.817]
[Deoxys INFO] 2024-08-14 16:23:12,294 - Current Robot joint: [ 0.028 -0.152  0.027 -2.49  -0.035  2.339  0.82 ]
[Deoxys INFO] 2024-08-14 16:23:12,294 - Desired Robot joint: [ 0.03  -0.153  0.027 -2.49  -0.034  2.338  0.82 ]
